transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00406,HYB01,SR Nagar,Hyderabad,01-05-2024,4070.69,FAILURE,DEPOSIT,9981,Insufficient Funds,SBI BANK,625002
TXN00408,HYB02,Madhapur,Hyderabad,03-05-2024,861.9,FAILURE,TRANSFER,5194,Account Frozen,SBI BANK,625002
TXN00409,HYB03,Begumpet,Hyderabad,03-05-2024,4022.35,SUCCESS,DEPOSIT,4542,,SBI BANK,625002
TXN00416,HYB01,SR Nagar,Hyderabad,07-05-2024,4675.37,FAILURE,TRANSFER,3570,Insufficient Funds,SBI BANK,625002
TXN00420,HYB01,SR Nagar,Hyderabad,06-05-2024,2068.59,SUCCESS,WITHDRAWAL,1667,,SBI BANK,625002
TXN00421,HYB02,Madhapur,Hyderabad,03-05-2024,2807.91,FAILURE,DEPOSIT,2967,Insufficient Funds,SBI BANK,625002
TXN00423,HYB03,Begumpet,Hyderabad,05-05-2024,4008.7,SUCCESS,DEPOSIT,9000,,SBI BANK,625002
TXN00424,HYB03,Begumpet,Hyderabad,03-05-2024,3757.46,FAILURE,WITHDRAWAL,3898,Invalid Account Number,SBI BANK,625002
TXN00426,HYB03,Begumpet,Hyderabad,07-05-2024,1167.27,SUCCESS,DEPOSIT,6319,,SBI BANK,625002
TXN00429,HYB03,Begumpet,Hyderabad,01-05-2024,3965.34,FAILURE,WITHDRAWAL,7031,Insufficient Funds,SBI BANK,625002
TXN00430,HYB03,Begumpet,Hyderabad,05-05-2024,4542.16,SUCCESS,DEPOSIT,8166,,SBI BANK,625002
TXN00432,HYB02,Madhapur,Hyderabad,01-05-2024,4502.77,SUCCESS,TRANSFER,1148,,SBI BANK,625002
TXN00435,HYB03,Begumpet,Hyderabad,04-05-2024,4462.3,FAILURE,TRANSFER,5089,Insufficient Funds,SBI BANK,625002
TXN00436,HYB03,Begumpet,Hyderabad,04-05-2024,2245.89,FAILURE,TRANSFER,4239,Invalid Account Number,SBI BANK,625002
TXN00439,HYB02,Madhapur,Hyderabad,01-05-2024,997.83,SUCCESS,DEPOSIT,3173,,SBI BANK,625002
TXN00440,HYB02,Madhapur,Hyderabad,05-05-2024,2059.6,SUCCESS,DEPOSIT,8575,,SBI BANK,625002
TXN00445,HYB03,Begumpet,Hyderabad,01-05-2024,1732.41,SUCCESS,TRANSFER,7382,,SBI BANK,625002
TXN00446,HYB01,SR Nagar,Hyderabad,03-05-2024,2081.62,FAILURE,WITHDRAWAL,5241,Invalid Account Number,SBI BANK,625002
TXN00447,HYB01,SR Nagar,Hyderabad,05-05-2024,3371.87,SUCCESS,DEPOSIT,2864,,SBI BANK,625002
TXN00453,HYB03,Begumpet,Hyderabad,03-05-2024,1533.76,SUCCESS,WITHDRAWAL,1534,,SBI BANK,625002
TXN00458,HYB03,Begumpet,Hyderabad,05-05-2024,4963.91,SUCCESS,DEPOSIT,1104,,SBI BANK,625002
TXN00459,HYB03,Begumpet,Hyderabad,06-05-2024,899.01,SUCCESS,WITHDRAWAL,7417,,SBI BANK,625002
TXN00460,HYB03,Begumpet,Hyderabad,04-05-2024,1079.03,FAILURE,WITHDRAWAL,3519,Account Frozen,SBI BANK,625002
TXN00461,HYB01,SR Nagar,Hyderabad,04-05-2024,4883.98,FAILURE,DEPOSIT,8206,Account Frozen,SBI BANK,625002
TXN00467,HYB03,Begumpet,Hyderabad,01-05-2024,2859.74,SUCCESS,WITHDRAWAL,3318,,SBI BANK,625002
TXN00475,HYB03,Begumpet,Hyderabad,02-05-2024,3950.46,SUCCESS,DEPOSIT,2699,,SBI BANK,625002
TXN00485,HYB02,Madhapur,Hyderabad,03-05-2024,4295.4,SUCCESS,WITHDRAWAL,7472,,SBI BANK,625002
TXN00488,HYB01,SR Nagar,Hyderabad,03-05-2024,1702.58,SUCCESS,WITHDRAWAL,1250,,SBI BANK,625002
TXN00495,HYB01,SR Nagar,Hyderabad,07-05-2024,2664.42,SUCCESS,TRANSFER,6940,,SBI BANK,625002
TXN00497,HYB03,Begumpet,Hyderabad,02-05-2024,1936.75,FAILURE,TRANSFER,9263,Insufficient Funds,SBI BANK,625002
TXN00498,HYB02,Madhapur,Hyderabad,03-05-2024,2372.66,SUCCESS,TRANSFER,6891,,SBI BANK,625002
TXN00499,HYB02,Madhapur,Hyderabad,07-05-2024,954.95,FAILURE,WITHDRAWAL,3206,Insufficient Funds,SBI BANK,625002
TXN00502,HYB01,SR Nagar,Hyderabad,07-05-2024,1118.64,FAILURE,WITHDRAWAL,7615,Account Frozen,SBI BANK,625002
TXN00503,HYB03,Begumpet,Hyderabad,04-05-2024,1211.45,FAILURE,DEPOSIT,3945,Invalid Account Number,SBI BANK,625002
TXN00505,HYB01,SR Nagar,Hyderabad,07-05-2024,2280.96,SUCCESS,DEPOSIT,6830,,SBI BANK,625002
TXN00508,HYB02,Madhapur,Hyderabad,06-05-2024,2273.92,SUCCESS,WITHDRAWAL,4018,,SBI BANK,625002
TXN00509,HYB02,Madhapur,Hyderabad,03-05-2024,2791.66,SUCCESS,WITHDRAWAL,9161,,SBI BANK,625002
TXN00511,HYB02,Madhapur,Hyderabad,04-05-2024,1279.56,FAILURE,TRANSFER,2842,Account Frozen,SBI BANK,625002
TXN00515,HYB01,SR Nagar,Hyderabad,05-05-2024,1999.97,SUCCESS,WITHDRAWAL,5359,,SBI BANK,625002
TXN00516,HYB02,Madhapur,Hyderabad,06-05-2024,1667.94,FAILURE,WITHDRAWAL,7325,Insufficient Funds,SBI BANK,625002
TXN00525,HYB03,Begumpet,Hyderabad,03-05-2024,4882.46,SUCCESS,WITHDRAWAL,8675,,SBI BANK,625002
TXN00526,HYB01,SR Nagar,Hyderabad,02-05-2024,3585.88,SUCCESS,WITHDRAWAL,6919,,SBI BANK,625002
TXN00527,HYB02,Madhapur,Hyderabad,05-05-2024,3880.83,SUCCESS,TRANSFER,6929,,SBI BANK,625002
TXN00535,HYB01,SR Nagar,Hyderabad,05-05-2024,2881.39,FAILURE,WITHDRAWAL,5415,Insufficient Funds,SBI BANK,625002
TXN00540,HYB03,Begumpet,Hyderabad,04-05-2024,2220.52,SUCCESS,WITHDRAWAL,8926,,SBI BANK,625002
