transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00257,HYB02,Madhapur,Hyderabad,04-05-2024,3669.07,FAILURE,TRANSFER,1592,Insufficient Funds,SBI BANK,625002
TXN00258,HYB01,SR Nagar,Hyderabad,01-05-2024,2469.05,SUCCESS,DEPOSIT,2207,,SBI BANK,625002
TXN00259,HYB01,SR Nagar,Hyderabad,06-05-2024,3914.99,SUCCESS,TRANSFER,5700,,SBI BANK,625002
TXN00265,HYB02,Madhapur,Hyderabad,03-05-2024,3854.46,SUCCESS,DEPOSIT,1399,,SBI BANK,625002
TXN00274,HYB01,SR Nagar,Hyderabad,04-05-2024,3729.81,SUCCESS,WITHDRAWAL,2616,,SBI BANK,625002
TXN00275,HYB01,SR Nagar,Hyderabad,06-05-2024,3023.09,FAILURE,TRANSFER,2091,Insufficient Funds,SBI BANK,625002
TXN00277,HYB02,Madhapur,Hyderabad,02-05-2024,4912.81,SUCCESS,WITHDRAWAL,5324,,SBI BANK,625002
TXN00279,HYB02,Madhapur,Hyderabad,07-05-2024,3360.45,FAILURE,TRANSFER,8915,Account Frozen,SBI BANK,625002
TXN00282,HYB02,Madhapur,Hyderabad,04-05-2024,4684.57,SUCCESS,TRANSFER,5305,,SBI BANK,625002
TXN00286,HYB02,Madhapur,Hyderabad,07-05-2024,3691.97,SUCCESS,WITHDRAWAL,1595,,SBI BANK,625002
TXN00287,HYB01,SR Nagar,Hyderabad,04-05-2024,1662.37,SUCCESS,DEPOSIT,4812,,SBI BANK,625002
TXN00288,HYB02,Madhapur,Hyderabad,04-05-2024,3636.01,FAILURE,TRANSFER,3905,Account Frozen,SBI BANK,625002
TXN00289,HYB03,Begumpet,Hyderabad,04-05-2024,4108.04,SUCCESS,TRANSFER,6116,,SBI BANK,625002
TXN00292,HYB01,SR Nagar,Hyderabad,05-05-2024,3423.36,FAILURE,DEPOSIT,1682,Invalid Account Number,SBI BANK,625002
TXN00294,HYB03,Begumpet,Hyderabad,06-05-2024,2949.3,SUCCESS,DEPOSIT,6763,,SBI BANK,625002
TXN00295,HYB03,Begumpet,Hyderabad,05-05-2024,3774.04,FAILURE,WITHDRAWAL,9879,Account Frozen,SBI BANK,625002
TXN00305,HYB03,Begumpet,Hyderabad,01-05-2024,4586.96,SUCCESS,DEPOSIT,7129,,SBI BANK,625002
TXN00307,HYB02,Madhapur,Hyderabad,02-05-2024,1994.31,FAILURE,TRANSFER,2326,Account Frozen,SBI BANK,625002
TXN00310,HYB03,Begumpet,Hyderabad,04-05-2024,3083.8,SUCCESS,DEPOSIT,8767,,SBI BANK,625002
TXN00311,HYB03,Begumpet,Hyderabad,04-05-2024,2676.49,SUCCESS,WITHDRAWAL,3635,,SBI BANK,625002
TXN00317,HYB01,SR Nagar,Hyderabad,03-05-2024,4704.78,FAILURE,TRANSFER,7517,Account Frozen,SBI BANK,625002
TXN00319,HYB01,SR Nagar,Hyderabad,07-05-2024,1733.83,FAILURE,DEPOSIT,6564,Account Frozen,SBI BANK,625002
TXN00320,HYB01,SR Nagar,Hyderabad,02-05-2024,3038.01,SUCCESS,TRANSFER,8450,,SBI BANK,625002
TXN00321,HYB03,Begumpet,Hyderabad,07-05-2024,2180.32,SUCCESS,WITHDRAWAL,3163,,SBI BANK,625002
TXN00326,HYB02,Madhapur,Hyderabad,06-05-2024,552.77,FAILURE,DEPOSIT,2521,Insufficient Funds,SBI BANK,625002
TXN00327,HYB03,Begumpet,Hyderabad,06-05-2024,3195.98,SUCCESS,WITHDRAWAL,8463,,SBI BANK,625002
TXN00331,HYB01,SR Nagar,Hyderabad,02-05-2024,4920.1,SUCCESS,DEPOSIT,7318,,SBI BANK,625002
TXN00340,HYB02,Madhapur,Hyderabad,04-05-2024,3786.82,SUCCESS,WITHDRAWAL,4597,,SBI BANK,625002
TXN00341,HYB03,Begumpet,Hyderabad,07-05-2024,4864.04,SUCCESS,WITHDRAWAL,1043,,SBI BANK,625002
TXN00346,HYB03,Begumpet,Hyderabad,02-05-2024,2565.38,SUCCESS,DEPOSIT,5182,,SBI BANK,625002
TXN00350,HYB01,SR Nagar,Hyderabad,06-05-2024,3842.44,FAILURE,WITHDRAWAL,3821,Insufficient Funds,SBI BANK,625002
TXN00353,HYB01,SR Nagar,Hyderabad,06-05-2024,1565.26,SUCCESS,DEPOSIT,9231,,SBI BANK,625002
TXN00357,HYB02,Madhapur,Hyderabad,06-05-2024,1771.8,SUCCESS,TRANSFER,3230,,SBI BANK,625002
TXN00361,HYB03,Begumpet,Hyderabad,06-05-2024,4722.31,SUCCESS,TRANSFER,3559,,SBI BANK,625002
