transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00001,HYB03,Begumpet,Hyderabad,04-05-2024,2899.79,SUCCESS,WITHDRAWAL,6320,,SBI BANK,625002
TXN00002,HYB03,Begumpet,Hyderabad,06-05-2024,2249.58,SUCCESS,TRANSFER,2408,,SBI BANK,625002
TXN00004,HYB01,SR Nagar,Hyderabad,06-05-2024,4199.99,SUCCESS,DEPOSIT,2658,,SBI BANK,625002
TXN00005,HYB01,SR Nagar,Hyderabad,04-05-2024,4894.05,SUCCESS,WITHDRAWAL,4802,,SBI BANK,625002
TXN00007,HYB02,Madhapur,Hyderabad,03-05-2024,699.14,SUCCESS,WITHDRAWAL,5294,,SBI BANK,625002
TXN00017,HYB01,SR Nagar,Hyderabad,07-05-2024,2812.33,SUCCESS,WITHDRAWAL,4487,,SBI BANK,625002
TXN00018,HYB01,SR Nagar,Hyderabad,07-05-2024,2520.14,SUCCESS,WITHDRAWAL,1363,,SBI BANK,625002
TXN00019,HYB03,Begumpet,Hyderabad,04-05-2024,2027.79,SUCCESS,WITHDRAWAL,3215,,SBI BANK,625002
TXN00020,HYB01,SR Nagar,Hyderabad,07-05-2024,1350.1,SUCCESS,DEPOSIT,3763,,SBI BANK,625002
TXN00022,HYB03,Begumpet,Hyderabad,02-05-2024,1226.58,SUCCESS,TRANSFER,7554,,SBI BANK,625002
TXN00023,HYB01,SR Nagar,Hyderabad,04-05-2024,1579.1,SUCCESS,DEPOSIT,3956,,SBI BANK,625002
TXN00024,HYB01,SR Nagar,Hyderabad,04-05-2024,1375.87,FAILURE,TRANSFER,2986,Invalid Account Number,SBI BANK,625002
TXN00026,HYB02,Madhapur,Hyderabad,05-05-2024,4067.89,SUCCESS,TRANSFER,7645,,SBI BANK,625002
TXN00027,HYB03,Begumpet,Hyderabad,03-05-2024,3789.7,SUCCESS,DEPOSIT,3042,,SBI BANK,625002
TXN00029,HYB03,Begumpet,Hyderabad,02-05-2024,2785.66,SUCCESS,TRANSFER,6779,,SBI BANK,625002
TXN00031,HYB03,Begumpet,Hyderabad,05-05-2024,4589.31,SUCCESS,TRANSFER,1916,,SBI BANK,625002
TXN00034,HYB03,Begumpet,Hyderabad,01-05-2024,1744.05,FAILURE,TRANSFER,4596,Insufficient Funds,SBI BANK,625002
TXN00039,HYB01,SR Nagar,Hyderabad,06-05-2024,4137.8,SUCCESS,WITHDRAWAL,8077,,SBI BANK,625002
TXN00042,HYB02,Madhapur,Hyderabad,07-05-2024,814.67,SUCCESS,WITHDRAWAL,2695,,SBI BANK,625002
TXN00043,HYB03,Begumpet,Hyderabad,06-05-2024,1473.82,FAILURE,DEPOSIT,3967,Invalid Account Number,SBI BANK,625002
TXN00050,HYB02,Madhapur,Hyderabad,01-05-2024,3104.08,SUCCESS,DEPOSIT,5254,,SBI BANK,625002
TXN00053,HYB02,Madhapur,Hyderabad,03-05-2024,672.88,FAILURE,WITHDRAWAL,9841,Insufficient Funds,SBI BANK,625002
TXN00055,HYB01,SR Nagar,Hyderabad,06-05-2024,537.21,SUCCESS,WITHDRAWAL,5745,,SBI BANK,625002
TXN00059,HYB01,SR Nagar,Hyderabad,05-05-2024,725.69,SUCCESS,DEPOSIT,6984,,SBI BANK,625002
TXN00062,HYB03,Begumpet,Hyderabad,02-05-2024,2564.66,FAILURE,TRANSFER,2196,Insufficient Funds,SBI BANK,625002
TXN00064,HYB02,Madhapur,Hyderabad,03-05-2024,4819.63,SUCCESS,WITHDRAWAL,3176,,SBI BANK,625002
TXN00066,HYB02,Madhapur,Hyderabad,07-05-2024,1558.84,SUCCESS,WITHDRAWAL,9590,,SBI BANK,625002
TXN00068,HYB01,SR Nagar,Hyderabad,03-05-2024,544.37,SUCCESS,WITHDRAWAL,1190,,SBI BANK,625002
TXN00070,HYB02,Madhapur,Hyderabad,06-05-2024,4991.2,SUCCESS,WITHDRAWAL,6612,,SBI BANK,625002
TXN00071,HYB03,Begumpet,Hyderabad,04-05-2024,1172.05,FAILURE,DEPOSIT,2033,Insufficient Funds,SBI BANK,625002
TXN00072,HYB02,Madhapur,Hyderabad,05-05-2024,2941.26,SUCCESS,TRANSFER,2140,,SBI BANK,625002
TXN00076,HYB02,Madhapur,Hyderabad,01-05-2024,1964.76,FAILURE,DEPOSIT,8027,Account Frozen,SBI BANK,625002
TXN00078,HYB03,Begumpet,Hyderabad,07-05-2024,4290.41,SUCCESS,TRANSFER,1966,,SBI BANK,625002
TXN00079,HYB02,Madhapur,Hyderabad,06-05-2024,4254.66,FAILURE,WITHDRAWAL,6231,Account Frozen,SBI BANK,625002
TXN00080,HYB02,Madhapur,Hyderabad,01-05-2024,4603.49,SUCCESS,WITHDRAWAL,2002,,SBI BANK,625002
