transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00293,WRB02,Kazipet,Warangal,02-05-2024,3058.79,FAILURE,WITHDRAWAL,5129,Account Frozen,SBI BANK,636003
TXN00298,WRB02,Kazipet,Warangal,04-05-2024,1228.16,FAILURE,WITHDRAWAL,4874,Insufficient Funds,SBI BANK,636003
TXN00300,WRB02,Kazipet,Warangal,05-05-2024,2168.64,SUCCESS,DEPOSIT,3836,,SBI BANK,636003
TXN00301,WRB02,Kazipet,Warangal,07-05-2024,1330.1,SUCCESS,DEPOSIT,5842,,SBI BANK,636003
TXN00302,WRB03,Dharmaram,Warangal,06-05-2024,2814.05,SUCCESS,DEPOSIT,7074,,SBI BANK,636003
TXN00303,WRB03,Dharmaram,Warangal,03-05-2024,764.47,SUCCESS,WITHDRAWAL,3387,,SBI BANK,636003
TXN00306,WRB01,Hanamkonda,Warangal,02-05-2024,574.5,FAILURE,DEPOSIT,9481,Account Frozen,SBI BANK,636003
TXN00309,WRB03,Dharmaram,Warangal,01-05-2024,1385.4,SUCCESS,TRANSFER,1173,,SBI BANK,636003
TXN00312,WRB01,Hanamkonda,Warangal,01-05-2024,4151.83,SUCCESS,DEPOSIT,6772,,SBI BANK,636003
TXN00313,WRB02,Kazipet,Warangal,07-05-2024,3283.63,SUCCESS,WITHDRAWAL,3117,,SBI BANK,636003
TXN00314,WRB02,Kazipet,Warangal,07-05-2024,4291.81,SUCCESS,TRANSFER,5615,,SBI BANK,636003
TXN00318,WRB02,Kazipet,Warangal,05-05-2024,628.64,SUCCESS,TRANSFER,3511,,SBI BANK,636003
TXN00322,WRB03,Dharmaram,Warangal,02-05-2024,837.59,SUCCESS,WITHDRAWAL,7074,,SBI BANK,636003
TXN00323,WRB02,Kazipet,Warangal,02-05-2024,2844.67,SUCCESS,DEPOSIT,4487,,SBI BANK,636003
TXN00324,WRB01,Hanamkonda,Warangal,07-05-2024,2651.57,SUCCESS,WITHDRAWAL,3962,,SBI BANK,636003
TXN00325,WRB01,Hanamkonda,Warangal,07-05-2024,3145.58,FAILURE,TRANSFER,4229,Account Frozen,SBI BANK,636003
TXN00332,WRB01,Hanamkonda,Warangal,01-05-2024,4975.27,SUCCESS,DEPOSIT,2659,,SBI BANK,636003
TXN00333,WRB02,Kazipet,Warangal,06-05-2024,1476.92,FAILURE,TRANSFER,3299,Insufficient Funds,SBI BANK,636003
TXN00336,WRB03,Dharmaram,Warangal,04-05-2024,2704.42,SUCCESS,DEPOSIT,4113,,SBI BANK,636003
TXN00337,WRB03,Dharmaram,Warangal,05-05-2024,3043.93,FAILURE,WITHDRAWAL,1914,Insufficient Funds,SBI BANK,636003
TXN00338,WRB02,Kazipet,Warangal,02-05-2024,1303.82,FAILURE,WITHDRAWAL,5150,Insufficient Funds,SBI BANK,636003
TXN00339,WRB01,Hanamkonda,Warangal,01-05-2024,1786.41,FAILURE,DEPOSIT,6978,Invalid Account Number,SBI BANK,636003
TXN00342,WRB02,Kazipet,Warangal,02-05-2024,4955.85,FAILURE,DEPOSIT,2578,Account Frozen,SBI BANK,636003
TXN00343,WRB02,Kazipet,Warangal,02-05-2024,712.41,SUCCESS,TRANSFER,1358,,SBI BANK,636003
TXN00345,WRB01,Hanamkonda,Warangal,07-05-2024,3713.24,SUCCESS,TRANSFER,8514,,SBI BANK,636003
TXN00347,WRB01,Hanamkonda,Warangal,02-05-2024,4964.04,FAILURE,WITHDRAWAL,8299,Insufficient Funds,SBI BANK,636003
TXN00348,WRB01,Hanamkonda,Warangal,06-05-2024,3266.43,SUCCESS,DEPOSIT,7389,,SBI BANK,636003
TXN00352,WRB02,Kazipet,Warangal,01-05-2024,2393.47,SUCCESS,WITHDRAWAL,1765,,SBI BANK,636003
TXN00358,WRB01,Hanamkonda,Warangal,04-05-2024,3189.48,FAILURE,TRANSFER,2700,Account Frozen,SBI BANK,636003
TXN00360,WRB01,Hanamkonda,Warangal,01-05-2024,4002.46,SUCCESS,DEPOSIT,1192,,SBI BANK,636003
TXN00362,WRB01,Hanamkonda,Warangal,04-05-2024,4990.6,SUCCESS,TRANSFER,8674,,SBI BANK,636003
