transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00006,WRB02,Kazipet,Warangal,05-05-2024,1866.23,FAILURE,TRANSFER,3846,Insufficient Funds,SBI BANK,636003
TXN00009,WRB01,Hanamkonda,Warangal,07-05-2024,1112.74,SUCCESS,TRANSFER,1221,,SBI BANK,636003
TXN00010,WRB02,Kazipet,Warangal,06-05-2024,3552.41,SUCCESS,DEPOSIT,5955,,SBI BANK,636003
TXN00012,WRB01,Hanamkonda,Warangal,07-05-2024,3299.38,FAILURE,DEPOSIT,1255,Insufficient Funds,SBI BANK,636003
TXN00015,WRB02,Kazipet,Warangal,02-05-2024,1881.36,SUCCESS,TRANSFER,3484,,SBI BANK,636003
TXN00016,WRB03,Dharmaram,Warangal,07-05-2024,4682.62,SUCCESS,TRANSFER,4331,,SBI BANK,636003
TXN00021,WRB03,Dharmaram,Warangal,02-05-2024,2274.26,FAILURE,DEPOSIT,4137,Insufficient Funds,SBI BANK,636003
TXN00025,WRB01,Hanamkonda,Warangal,01-05-2024,3669.69,SUCCESS,DEPOSIT,5157,,SBI BANK,636003
TXN00030,WRB01,Hanamkonda,Warangal,06-05-2024,4550.69,SUCCESS,WITHDRAWAL,4404,,SBI BANK,636003
TXN00035,WRB03,Dharmaram,Warangal,05-05-2024,4239.82,SUCCESS,WITHDRAWAL,7751,,SBI BANK,636003
TXN00036,WRB01,Hanamkonda,Warangal,02-05-2024,2382.01,SUCCESS,DEPOSIT,6452,,SBI BANK,636003
TXN00040,WRB01,Hanamkonda,Warangal,02-05-2024,1244.64,FAILURE,TRANSFER,5053,Invalid Account Number,SBI BANK,636003
TXN00044,WRB03,Dharmaram,Warangal,03-05-2024,3468.74,SUCCESS,TRANSFER,6171,,SBI BANK,636003
TXN00045,WRB03,Dharmaram,Warangal,03-05-2024,972.21,FAILURE,DEPOSIT,7458,Insufficient Funds,SBI BANK,636003
TXN00046,WRB03,Dharmaram,Warangal,04-05-2024,4890.23,SUCCESS,TRANSFER,3760,,SBI BANK,636003
TXN00048,WRB02,Kazipet,Warangal,05-05-2024,4921.3,SUCCESS,DEPOSIT,4009,,SBI BANK,636003
TXN00057,WRB02,Kazipet,Warangal,05-05-2024,4156.71,SUCCESS,DEPOSIT,6218,,SBI BANK,636003
TXN00058,WRB02,Kazipet,Warangal,03-05-2024,4872.37,SUCCESS,TRANSFER,4244,,SBI BANK,636003
TXN00060,WRB03,Dharmaram,Warangal,02-05-2024,1564.05,SUCCESS,WITHDRAWAL,5507,,SBI BANK,636003
TXN00063,WRB02,Kazipet,Warangal,07-05-2024,1059.52,SUCCESS,TRANSFER,9178,,SBI BANK,636003
TXN00067,WRB02,Kazipet,Warangal,04-05-2024,3587.6,SUCCESS,DEPOSIT,5442,,SBI BANK,636003
TXN00073,WRB01,Hanamkonda,Warangal,06-05-2024,2602.43,FAILURE,WITHDRAWAL,2236,Invalid Account Number,SBI BANK,636003
TXN00075,WRB03,Dharmaram,Warangal,05-05-2024,1391.66,FAILURE,WITHDRAWAL,1520,Insufficient Funds,SBI BANK,636003
TXN00077,WRB01,Hanamkonda,Warangal,02-05-2024,2155.9,SUCCESS,DEPOSIT,4018,,SBI BANK,636003
TXN00082,WRB03,Dharmaram,Warangal,01-05-2024,3270.2,SUCCESS,TRANSFER,1161,,SBI BANK,636003
TXN00085,WRB03,Dharmaram,Warangal,01-05-2024,861.38,SUCCESS,DEPOSIT,9675,,SBI BANK,636003
TXN00086,WRB01,Hanamkonda,Warangal,02-05-2024,2465.31,SUCCESS,TRANSFER,9330,,SBI BANK,636003
TXN00087,WRB03,Dharmaram,Warangal,07-05-2024,1705.59,SUCCESS,DEPOSIT,4335,,SBI BANK,636003
TXN00088,WRB03,Dharmaram,Warangal,06-05-2024,3980.44,SUCCESS,DEPOSIT,3998,,SBI BANK,636003
TXN00089,WRB03,Dharmaram,Warangal,04-05-2024,1598.79,SUCCESS,WITHDRAWAL,8995,,SBI BANK,636003
TXN00091,WRB03,Dharmaram,Warangal,01-05-2024,1524.86,SUCCESS,WITHDRAWAL,9876,,SBI BANK,636003
TXN00095,WRB01,Hanamkonda,Warangal,07-05-2024,833.05,SUCCESS,WITHDRAWAL,3281,,SBI BANK,636003
