transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00442,CHB01,T. Nagar,Chennai,01-05-2024,3219.31,SUCCESS,DEPOSIT,7869,,SBI BANK,600045
TXN00443,CHB02,Velachery,Chennai,01-05-2024,2748.3,SUCCESS,TRANSFER,6864,,SBI BANK,600045
TXN00448,CHB01,T. Nagar,Chennai,02-05-2024,3826.13,SUCCESS,DEPOSIT,7456,,SBI BANK,600045
TXN00449,CHB03,Tambaram,Chennai,01-05-2024,4200.94,SUCCESS,DEPOSIT,8804,,SBI BANK,600045
TXN00450,CHB01,T. Nagar,Chennai,02-05-2024,1541.95,SUCCESS,WITHDRAWAL,3185,,SBI BANK,600045
TXN00451,CHB01,T. Nagar,Chennai,04-05-2024,940.62,SUCCESS,WITHDRAWAL,4918,,SBI BANK,600045
TXN00454,CHB01,T. Nagar,Chennai,04-05-2024,2178.45,SUCCESS,DEPOSIT,5244,,SBI BANK,600045
TXN00455,CHB03,Tambaram,Chennai,05-05-2024,1245.13,SUCCESS,WITHDRAWAL,6404,,SBI BANK,600045
TXN00456,CHB02,Velachery,Chennai,03-05-2024,3709.24,SUCCESS,TRANSFER,9690,,SBI BANK,600045
TXN00464,CHB02,Velachery,Chennai,06-05-2024,4866.89,SUCCESS,TRANSFER,7101,,SBI BANK,600045
TXN00465,CHB03,Tambaram,Chennai,02-05-2024,4531.64,SUCCESS,WITHDRAWAL,2287,,SBI BANK,600045
TXN00466,CHB03,Tambaram,Chennai,01-05-2024,1172.65,FAILURE,TRANSFER,9377,Invalid Account Number,SBI BANK,600045
TXN00468,CHB02,Velachery,Chennai,05-05-2024,1750.06,SUCCESS,TRANSFER,5346,,SBI BANK,600045
TXN00469,CHB01,T. Nagar,Chennai,03-05-2024,4865.91,FAILURE,DEPOSIT,5595,Account Frozen,SBI BANK,600045
TXN00472,CHB03,Tambaram,Chennai,07-05-2024,1963.37,SUCCESS,WITHDRAWAL,4713,,SBI BANK,600045
TXN00474,CHB03,Tambaram,Chennai,03-05-2024,2582.4,SUCCESS,DEPOSIT,8468,,SBI BANK,600045
TXN00478,CHB01,T. Nagar,Chennai,07-05-2024,4717.45,SUCCESS,DEPOSIT,3466,,SBI BANK,600045
TXN00479,CHB01,T. Nagar,Chennai,02-05-2024,3731.39,FAILURE,WITHDRAWAL,6155,Account Frozen,SBI BANK,600045
TXN00482,CHB02,Velachery,Chennai,06-05-2024,1746.16,FAILURE,TRANSFER,9600,Invalid Account Number,SBI BANK,600045
TXN00484,CHB01,T. Nagar,Chennai,04-05-2024,871.83,FAILURE,DEPOSIT,6900,Insufficient Funds,SBI BANK,600045
TXN00486,CHB02,Velachery,Chennai,07-05-2024,3856.92,SUCCESS,WITHDRAWAL,9783,,SBI BANK,600045
TXN00489,CHB03,Tambaram,Chennai,03-05-2024,598.35,FAILURE,WITHDRAWAL,5408,Insufficient Funds,SBI BANK,600045
TXN00492,CHB02,Velachery,Chennai,05-05-2024,1913.95,SUCCESS,TRANSFER,3079,,SBI BANK,600045
TXN00493,CHB03,Tambaram,Chennai,05-05-2024,1688.54,SUCCESS,TRANSFER,2540,,SBI BANK,600045
TXN00494,CHB01,T. Nagar,Chennai,07-05-2024,665.25,SUCCESS,DEPOSIT,2227,,SBI BANK,600045
TXN00500,CHB03,Tambaram,Chennai,05-05-2024,3592.34,SUCCESS,TRANSFER,1896,,SBI BANK,600045
TXN00501,CHB02,Velachery,Chennai,06-05-2024,1680.84,FAILURE,TRANSFER,6052,Invalid Account Number,SBI BANK,600045
TXN00507,CHB02,Velachery,Chennai,07-05-2024,2364.13,SUCCESS,TRANSFER,6180,,SBI BANK,600045
TXN00510,CHB02,Velachery,Chennai,01-05-2024,3670.56,FAILURE,DEPOSIT,9849,Insufficient Funds,SBI BANK,600045
TXN00514,CHB01,T. Nagar,Chennai,05-05-2024,708.79,SUCCESS,TRANSFER,3265,,SBI BANK,600045
TXN00517,CHB01,T. Nagar,Chennai,01-05-2024,1266.18,SUCCESS,DEPOSIT,1632,,SBI BANK,600045
TXN00519,CHB01,T. Nagar,Chennai,01-05-2024,1891.49,FAILURE,WITHDRAWAL,6134,Invalid Account Number,SBI BANK,600045
TXN00520,CHB02,Velachery,Chennai,03-05-2024,3241.23,SUCCESS,TRANSFER,9557,,SBI BANK,600045
TXN00522,CHB03,Tambaram,Chennai,06-05-2024,1981.24,SUCCESS,WITHDRAWAL,5531,,SBI BANK,600045
TXN00528,CHB03,Tambaram,Chennai,03-05-2024,3519.59,SUCCESS,DEPOSIT,7542,,SBI BANK,600045
TXN00536,CHB02,Velachery,Chennai,02-05-2024,3908.33,SUCCESS,WITHDRAWAL,6664,,SBI BANK,600045
TXN00538,CHB01,T. Nagar,Chennai,07-05-2024,1013.29,SUCCESS,TRANSFER,5347,,SBI BANK,600045
TXN00543,CHB02,Velachery,Chennai,07-05-2024,2446.52,FAILURE,WITHDRAWAL,3998,Invalid Account Number,SBI BANK,600045
TXN00545,CHB02,Velachery,Chennai,02-05-2024,2927.09,SUCCESS,WITHDRAWAL,9663,,SBI BANK,600045
TXN00546,CHB02,Velachery,Chennai,06-05-2024,2943.46,SUCCESS,TRANSFER,1807,,SBI BANK,600045
TXN00547,CHB01,T. Nagar,Chennai,02-05-2024,4027.49,SUCCESS,TRANSFER,3286,,SBI BANK,600045
TXN00565,CHB02,Velachery,Chennai,02-05-2024,3829.1,SUCCESS,TRANSFER,4326,,SBI BANK,600045
TXN00568,CHB02,Velachery,Chennai,04-05-2024,2984.58,SUCCESS,WITHDRAWAL,6405,,SBI BANK,600045
TXN00574,CHB03,Tambaram,Chennai,05-05-2024,2690.38,SUCCESS,DEPOSIT,1673,,SBI BANK,600045
