transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00296,CHB03,Tambaram,Chennai,02-05-2024,4586.54,SUCCESS,TRANSFER,4630,,SBI BANK,600045
TXN00297,CHB01,T. Nagar,Chennai,06-05-2024,4798.44,SUCCESS,DEPOSIT,2969,,SBI BANK,600045
TXN00299,CHB03,Tambaram,Chennai,03-05-2024,1896.73,SUCCESS,TRANSFER,2582,,SBI BANK,600045
TXN00304,CHB03,Tambaram,Chennai,02-05-2024,1543.48,SUCCESS,WITHDRAWAL,1541,,SBI BANK,600045
TXN00308,CHB03,Tambaram,Chennai,05-05-2024,4462.24,FAILURE,WITHDRAWAL,4575,Invalid Account Number,SBI BANK,600045
TXN00315,CHB01,T. Nagar,Chennai,04-05-2024,2911.71,SUCCESS,TRANSFER,2173,,SBI BANK,600045
TXN00316,CHB02,Velachery,Chennai,04-05-2024,1344.84,SUCCESS,DEPOSIT,8276,,SBI BANK,600045
TXN00328,CHB01,T. Nagar,Chennai,04-05-2024,2428.79,SUCCESS,WITHDRAWAL,2300,,SBI BANK,600045
TXN00329,CHB01,T. Nagar,Chennai,01-05-2024,4772.01,FAILURE,DEPOSIT,1657,Account Frozen,SBI BANK,600045
TXN00330,CHB02,Velachery,Chennai,04-05-2024,827.03,SUCCESS,TRANSFER,4067,,SBI BANK,600045
TXN00334,CHB02,Velachery,Chennai,05-05-2024,3115.01,SUCCESS,DEPOSIT,3803,,SBI BANK,600045
TXN00335,CHB01,T. Nagar,Chennai,06-05-2024,4515.2,FAILURE,WITHDRAWAL,1922,Insufficient Funds,SBI BANK,600045
TXN00344,CHB02,Velachery,Chennai,07-05-2024,1009.53,SUCCESS,WITHDRAWAL,7318,,SBI BANK,600045
TXN00349,CHB02,Velachery,Chennai,07-05-2024,2904.59,SUCCESS,WITHDRAWAL,8805,,SBI BANK,600045
TXN00351,CHB03,Tambaram,Chennai,06-05-2024,1257.1,SUCCESS,DEPOSIT,9058,,SBI BANK,600045
TXN00354,CHB02,Velachery,Chennai,05-05-2024,2165.18,SUCCESS,WITHDRAWAL,2442,,SBI BANK,600045
TXN00355,CHB01,T. Nagar,Chennai,06-05-2024,1985.88,SUCCESS,WITHDRAWAL,6276,,SBI BANK,600045
TXN00356,CHB03,Tambaram,Chennai,06-05-2024,3342.13,FAILURE,WITHDRAWAL,1768,Insufficient Funds,SBI BANK,600045
TXN00359,CHB01,T. Nagar,Chennai,01-05-2024,3830.12,SUCCESS,TRANSFER,1567,,SBI BANK,600045
TXN00364,CHB03,Tambaram,Chennai,06-05-2024,3455.32,FAILURE,WITHDRAWAL,9589,Insufficient Funds,SBI BANK,600045
TXN00365,CHB02,Velachery,Chennai,04-05-2024,2824.15,SUCCESS,TRANSFER,3350,,SBI BANK,600045
TXN00366,CHB02,Velachery,Chennai,07-05-2024,3426.32,SUCCESS,DEPOSIT,9175,,SBI BANK,600045
TXN00367,CHB02,Velachery,Chennai,03-05-2024,1903.02,FAILURE,TRANSFER,9445,Invalid Account Number,SBI BANK,600045
TXN00375,CHB03,Tambaram,Chennai,02-05-2024,1425.94,SUCCESS,WITHDRAWAL,9018,,SBI BANK,600045
TXN00377,CHB01,T. Nagar,Chennai,01-05-2024,882.53,SUCCESS,TRANSFER,2224,,SBI BANK,600045
TXN00380,CHB03,Tambaram,Chennai,02-05-2024,2811.06,SUCCESS,DEPOSIT,4497,,SBI BANK,600045
TXN00383,CHB02,Velachery,Chennai,05-05-2024,3527.17,FAILURE,DEPOSIT,6899,Invalid Account Number,SBI BANK,600045
TXN00384,CHB03,Tambaram,Chennai,07-05-2024,2606.97,SUCCESS,TRANSFER,3245,,SBI BANK,600045
TXN00389,CHB01,T. Nagar,Chennai,03-05-2024,698.76,FAILURE,DEPOSIT,1581,Account Frozen,SBI BANK,600045
TXN00391,CHB01,T. Nagar,Chennai,01-05-2024,2663.89,SUCCESS,TRANSFER,5536,,SBI BANK,600045
TXN00392,CHB01,T. Nagar,Chennai,06-05-2024,3125.92,SUCCESS,DEPOSIT,9142,,SBI BANK,600045
TXN00394,CHB01,T. Nagar,Chennai,01-05-2024,4028.86,SUCCESS,WITHDRAWAL,3058,,SBI BANK,600045
TXN00398,CHB01,T. Nagar,Chennai,02-05-2024,3388.07,FAILURE,TRANSFER,2848,Account Frozen,SBI BANK,600045
TXN00399,CHB03,Tambaram,Chennai,06-05-2024,4923.98,SUCCESS,TRANSFER,4952,,SBI BANK,600045
TXN00403,CHB03,Tambaram,Chennai,05-05-2024,997.36,SUCCESS,TRANSFER,8762,,SBI BANK,600045
TXN00405,CHB01,T. Nagar,Chennai,06-05-2024,2385.34,FAILURE,DEPOSIT,2360,Account Frozen,SBI BANK,600045
TXN00410,CHB03,Tambaram,Chennai,03-05-2024,3870.58,FAILURE,WITHDRAWAL,8799,Insufficient Funds,SBI BANK,600045
TXN00411,CHB01,T. Nagar,Chennai,05-05-2024,2230.15,FAILURE,WITHDRAWAL,7028,Account Frozen,SBI BANK,600045
TXN00419,CHB03,Tambaram,Chennai,05-05-2024,4669.29,FAILURE,TRANSFER,7342,Account Frozen,SBI BANK,600045
TXN00431,CHB01,T. Nagar,Chennai,01-05-2024,3995.78,SUCCESS,TRANSFER,8730,,SBI BANK,600045
TXN00434,CHB01,T. Nagar,Chennai,03-05-2024,628.3,SUCCESS,DEPOSIT,2675,,SBI BANK,600045
TXN00437,CHB03,Tambaram,Chennai,07-05-2024,2844.73,SUCCESS,TRANSFER,6444,,SBI BANK,600045
TXN00438,CHB01,T. Nagar,Chennai,01-05-2024,2755.6,FAILURE,TRANSFER,9155,Account Frozen,SBI BANK,600045
TXN00441,CHB03,Tambaram,Chennai,02-05-2024,2022.77,SUCCESS,TRANSFER,4049,,SBI BANK,600045
