transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00149,CHB02,Velachery,Chennai,05-05-2024,3900.38,SUCCESS,WITHDRAWAL,7427,,SBI BANK,600045
TXN00152,CHB01,T. Nagar,Chennai,07-05-2024,677.06,SUCCESS,WITHDRAWAL,2941,,SBI BANK,600045
TXN00153,CHB03,Tambaram,Chennai,03-05-2024,3888.01,SUCCESS,TRANSFER,7354,,SBI BANK,600045
TXN00156,CHB01,T. Nagar,Chennai,07-05-2024,3383.83,FAILURE,TRANSFER,2518,Account Frozen,SBI BANK,600045
TXN00158,CHB03,Tambaram,Chennai,02-05-2024,1517.36,SUCCESS,WITHDRAWAL,8750,,SBI BANK,600045
TXN00159,CHB02,Velachery,Chennai,03-05-2024,2953.49,SUCCESS,TRANSFER,1557,,SBI BANK,600045
TXN00160,CHB02,Velachery,Chennai,07-05-2024,4473.97,SUCCESS,DEPOSIT,8017,,SBI BANK,600045
TXN00161,CHB02,Velachery,Chennai,01-05-2024,3773.49,SUCCESS,DEPOSIT,5115,,SBI BANK,600045
TXN00163,CHB02,Velachery,Chennai,01-05-2024,2031.38,FAILURE,DEPOSIT,7508,Invalid Account Number,SBI BANK,600045
TXN00168,CHB02,Velachery,Chennai,04-05-2024,2459.26,SUCCESS,WITHDRAWAL,3937,,SBI BANK,600045
TXN00170,CHB02,Velachery,Chennai,02-05-2024,4797.07,SUCCESS,TRANSFER,3833,,SBI BANK,600045
TXN00171,CHB02,Velachery,Chennai,03-05-2024,3565.68,FAILURE,TRANSFER,4982,Invalid Account Number,SBI BANK,600045
TXN00178,CHB01,T. Nagar,Chennai,01-05-2024,3540.45,SUCCESS,TRANSFER,2179,,SBI BANK,600045
TXN00180,CHB03,Tambaram,Chennai,04-05-2024,3316.36,FAILURE,WITHDRAWAL,2633,Account Frozen,SBI BANK,600045
TXN00182,CHB03,Tambaram,Chennai,03-05-2024,2126.12,SUCCESS,TRANSFER,3290,,SBI BANK,600045
TXN00193,CHB03,Tambaram,Chennai,03-05-2024,4817.42,SUCCESS,TRANSFER,2903,,SBI BANK,600045
TXN00194,CHB01,T. Nagar,Chennai,03-05-2024,3475.61,SUCCESS,DEPOSIT,5013,,SBI BANK,600045
TXN00197,CHB02,Velachery,Chennai,07-05-2024,4156.59,SUCCESS,TRANSFER,2352,,SBI BANK,600045
TXN00198,CHB02,Velachery,Chennai,07-05-2024,1471.11,SUCCESS,WITHDRAWAL,5691,,SBI BANK,600045
