transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00544,HYB01,SR Nagar,Hyderabad,02-05-2024,4864.03,FAILURE,DEPOSIT,2250,Account Frozen,SBI BANK,625002
TXN00548,HYB02,Madhapur,Hyderabad,07-05-2024,4395.69,SUCCESS,WITHDRAWAL,6868,,SBI BANK,625002
TXN00549,HYB01,SR Nagar,Hyderabad,01-05-2024,3807.83,SUCCESS,TRANSFER,1030,,SBI BANK,625002
TXN00551,HYB03,Begumpet,Hyderabad,01-05-2024,3881.02,SUCCESS,DEPOSIT,7779,,SBI BANK,625002
TXN00557,HYB02,Madhapur,Hyderabad,01-05-2024,3684.63,SUCCESS,DEPOSIT,3890,,SBI BANK,625002
TXN00559,HYB01,SR Nagar,Hyderabad,03-05-2024,1131.63,SUCCESS,DEPOSIT,6449,,SBI BANK,625002
TXN00560,HYB03,Begumpet,Hyderabad,02-05-2024,4672.52,FAILURE,DEPOSIT,4547,Insufficient Funds,SBI BANK,625002
TXN00561,HYB03,Begumpet,Hyderabad,01-05-2024,3344.47,SUCCESS,TRANSFER,9590,,SBI BANK,625002
TXN00562,HYB01,SR Nagar,Hyderabad,02-05-2024,1090.7,FAILURE,WITHDRAWAL,2332,Invalid Account Number,SBI BANK,625002
TXN00563,HYB02,Madhapur,Hyderabad,06-05-2024,4133.79,SUCCESS,DEPOSIT,3147,,SBI BANK,625002
TXN00566,HYB03,Begumpet,Hyderabad,04-05-2024,4498.96,FAILURE,DEPOSIT,3455,Invalid Account Number,SBI BANK,625002
TXN00569,HYB03,Begumpet,Hyderabad,03-05-2024,694.81,SUCCESS,WITHDRAWAL,5045,,SBI BANK,625002
TXN00573,HYB01,SR Nagar,Hyderabad,03-05-2024,2664.05,SUCCESS,DEPOSIT,7377,,SBI BANK,625002
TXN00575,HYB01,SR Nagar,Hyderabad,06-05-2024,4387.05,FAILURE,DEPOSIT,7715,Account Frozen,SBI BANK,625002
TXN00585,HYB02,Madhapur,Hyderabad,02-05-2024,2364.48,SUCCESS,TRANSFER,1432,,SBI BANK,625002
TXN00589,HYB03,Begumpet,Hyderabad,07-05-2024,4682.5,FAILURE,TRANSFER,6038,Insufficient Funds,SBI BANK,625002
TXN00591,HYB03,Begumpet,Hyderabad,04-05-2024,1350.03,SUCCESS,TRANSFER,5877,,SBI BANK,625002
TXN00592,HYB03,Begumpet,Hyderabad,03-05-2024,780.11,FAILURE,TRANSFER,9590,Insufficient Funds,SBI BANK,625002
TXN00594,HYB02,Madhapur,Hyderabad,02-05-2024,3175.67,SUCCESS,TRANSFER,3816,,SBI BANK,625002
TXN00596,HYB03,Begumpet,Hyderabad,03-05-2024,1887.45,SUCCESS,DEPOSIT,5561,,SBI BANK,625002
