transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00165,WRB03,Dharmaram,Warangal,07-05-2024,1207.49,SUCCESS,TRANSFER,4637,,SBI BANK,636003
TXN00167,WRB03,Dharmaram,Warangal,02-05-2024,3533.52,SUCCESS,TRANSFER,8098,,SBI BANK,636003
TXN00175,WRB01,Hanamkonda,Warangal,02-05-2024,2445.36,SUCCESS,DEPOSIT,3072,,SBI BANK,636003
TXN00177,WRB02,Kazipet,Warangal,06-05-2024,3893.53,FAILURE,WITHDRAWAL,4136,Invalid Account Number,SBI BANK,636003
TXN00179,WRB01,Hanamkonda,Warangal,03-05-2024,2936.0,SUCCESS,TRANSFER,1862,,SBI BANK,636003
TXN00185,WRB01,Hanamkonda,Warangal,04-05-2024,2981.11,SUCCESS,TRANSFER,9611,,SBI BANK,636003
TXN00186,WRB02,Kazipet,Warangal,02-05-2024,2237.39,SUCCESS,DEPOSIT,6733,,SBI BANK,636003
TXN00187,WRB02,Kazipet,Warangal,03-05-2024,3798.51,FAILURE,DEPOSIT,6874,Account Frozen,SBI BANK,636003
TXN00188,WRB02,Kazipet,Warangal,05-05-2024,1241.36,FAILURE,TRANSFER,7131,Account Frozen,SBI BANK,636003
TXN00190,WRB03,Dharmaram,Warangal,02-05-2024,2897.11,FAILURE,DEPOSIT,8190,Account Frozen,SBI BANK,636003
TXN00191,WRB03,Dharmaram,Warangal,07-05-2024,3133.71,SUCCESS,DEPOSIT,1937,,SBI BANK,636003
TXN00192,WRB01,Hanamkonda,Warangal,03-05-2024,2506.72,FAILURE,WITHDRAWAL,8005,Account Frozen,SBI BANK,636003
TXN00195,WRB02,Kazipet,Warangal,05-05-2024,766.56,SUCCESS,WITHDRAWAL,1393,,SBI BANK,636003
TXN00196,WRB02,Kazipet,Warangal,03-05-2024,2958.17,FAILURE,TRANSFER,5184,Invalid Account Number,SBI BANK,636003
TXN00199,WRB01,Hanamkonda,Warangal,03-05-2024,3836.66,SUCCESS,WITHDRAWAL,1729,,SBI BANK,636003
TXN00200,WRB03,Dharmaram,Warangal,01-05-2024,1265.85,SUCCESS,WITHDRAWAL,1616,,SBI BANK,636003
TXN00201,WRB02,Kazipet,Warangal,03-05-2024,1911.28,SUCCESS,TRANSFER,1016,,SBI BANK,636003
TXN00202,WRB01,Hanamkonda,Warangal,06-05-2024,2053.97,SUCCESS,DEPOSIT,4094,,SBI BANK,636003
TXN00206,WRB01,Hanamkonda,Warangal,01-05-2024,2864.17,SUCCESS,DEPOSIT,8855,,SBI BANK,636003
TXN00211,WRB02,Kazipet,Warangal,02-05-2024,2489.8,SUCCESS,WITHDRAWAL,3926,,SBI BANK,636003
TXN00214,WRB02,Kazipet,Warangal,06-05-2024,3998.64,FAILURE,DEPOSIT,9071,Invalid Account Number,SBI BANK,636003
TXN00218,WRB03,Dharmaram,Warangal,04-05-2024,4402.55,SUCCESS,TRANSFER,4348,,SBI BANK,636003
