transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00564,WRB02,Kazipet,Warangal,02-05-2024,726.4,FAILURE,TRANSFER,4519,Invalid Account Number,SBI BANK,636003
TXN00567,WRB01,Hanamkonda,Warangal,06-05-2024,3910.15,FAILURE,DEPOSIT,6217,Insufficient Funds,SBI BANK,636003
TXN00570,WRB03,Dharmaram,Warangal,04-05-2024,3675.51,SUCCESS,TRANSFER,1809,,SBI BANK,636003
TXN00571,WRB02,Kazipet,Warangal,03-05-2024,1405.97,SUCCESS,DEPOSIT,2288,,SBI BANK,636003
TXN00572,WRB03,Dharmaram,Warangal,03-05-2024,2270.16,SUCCESS,WITHDRAWAL,9954,,SBI BANK,636003
TXN00576,WRB03,Dharmaram,Warangal,02-05-2024,1029.49,SUCCESS,WITHDRAWAL,8064,,SBI BANK,636003
TXN00578,WRB01,Hanamkonda,Warangal,07-05-2024,4775.32,FAILURE,DEPOSIT,8603,Invalid Account Number,SBI BANK,636003
TXN00580,WRB02,Kazipet,Warangal,02-05-2024,3130.58,SUCCESS,DEPOSIT,6795,,SBI BANK,636003
TXN00581,WRB02,Kazipet,Warangal,01-05-2024,1978.51,FAILURE,DEPOSIT,9680,Insufficient Funds,SBI BANK,636003
TXN00583,WRB02,Kazipet,Warangal,01-05-2024,3578.57,FAILURE,TRANSFER,8900,Account Frozen,SBI BANK,636003
TXN00584,WRB03,Dharmaram,Warangal,03-05-2024,4341.47,FAILURE,WITHDRAWAL,7757,Account Frozen,SBI BANK,636003
TXN00586,WRB02,Kazipet,Warangal,06-05-2024,3575.81,SUCCESS,DEPOSIT,9492,,SBI BANK,636003
TXN00587,WRB02,Kazipet,Warangal,07-05-2024,911.52,SUCCESS,DEPOSIT,8793,,SBI BANK,636003
TXN00597,WRB02,Kazipet,Warangal,06-05-2024,2242.71,SUCCESS,TRANSFER,9194,,SBI BANK,636003
TXN00599,WRB01,Hanamkonda,Warangal,06-05-2024,3451.46,SUCCESS,DEPOSIT,6498,,SBI BANK,636003
TXN00600,WRB03,Dharmaram,Warangal,02-05-2024,1701.95,FAILURE,TRANSFER,8685,Insufficient Funds,SBI BANK,636003
TXN00603,WRB01,Hanamkonda,Warangal,03-05-2024,3485.15,SUCCESS,WITHDRAWAL,8705,,SBI BANK,636003
TXN00605,WRB03,Dharmaram,Warangal,05-05-2024,1072.95,SUCCESS,DEPOSIT,4004,,SBI BANK,636003
TXN00607,WRB01,Hanamkonda,Warangal,02-05-2024,947.69,SUCCESS,TRANSFER,6594,,SBI BANK,636003
TXN00610,WRB01,Hanamkonda,Warangal,05-05-2024,2028.29,SUCCESS,WITHDRAWAL,8397,,SBI BANK,636003
TXN00612,WRB01,Hanamkonda,Warangal,04-05-2024,2127.62,SUCCESS,TRANSFER,4185,,SBI BANK,636003
